category,role,text,listener_empathy,speaker_changeEmotion,terminate,situation,speaker_emotion,id
당황,자녀,엄마가 제 엄마여서 정말 감사해요! 그래도 제가 할 수 있는 일들을 늘려가고 싶어요. 그래서 엄마의 걱정도 제가 나눠드리고 싶어요.,,,False,,,BE22029535
당황,부모,그렇게 말해주니 이 엄마는 정말 든든하구나! 네가 어려운 일을 가감 없이 엄마에게 이야기해줘서 고맙고 내 걱정을 나눠주겠다는 마음도 정말 예쁘구나.,동조,,False,,,BE22029535
당황,자녀,빨리 어른이 되어서 꼭 그렇게 할 거예요. 오늘도 학원 마치면 바로 집으로 갈게요!,,,False,,,BE22029535
당황,부모,"그래, 엄마도 그날이 오길 기다릴게. 교정기 부러진 건 마음에 너무 담아두지 말고 수업 잘 듣고 오렴.",조언,,True,,,BE22029535
당황,자녀,"엄마, 제가 친하게 지내는 친구가 남 험담하는 버릇이 심해서 당황스러워요. 원래는 그 친구가 그런 애가 아니었는데 어느 순간부터 이렇게 변해서 당황스러워요. 어쩔 수 없이 동조하는 체하지만 죄책감을 느껴요.",,,False,,,BE22029756
당황,부모,친구와 성향이 너무 달라서 네가 많이 힘들 것 같다. 남을 험담하는 버릇은 듣는 사람도 참 곤란하게 만들지. 네가 얼마나 당황스럽고 죄책감을 느낄지 상상하면 엄마도 참 속상해.,"위로,동조",,False,,,BE22029756
당황,자녀,그렇게 남을 험담하는 친구를 보면서 이젠 신뢰가 깨질 정도예요. 제가 없을 땐 제 험담을 하는 건 아닐까 싶어서 불안해요. 이젠 그 친구를 어떻게 대해야 좋을지 알 수 없어서 당황스러울 지경이에요.,,,False,,,BE22029756
당황,부모,그 친구에게 네가 크게 실망해서 친구의 얼굴을 보기도 당황스러운 거구나. 네 심경이 오죽 복잡하면 그럴지 이해가 간다.,"위로,동조",,False,,,BE22029756
당황,자녀,그 친구는 여전히 저를 자기의 가장 친한 친구라고 여기고 있어요. 그런데 이렇게 친구에게 실망하는 마음을 품다니 죄책감을 느껴요.,,,False,,,BE22029756
당황,부모,그 친구가 나쁜 버릇을 가지고 있어서 네가 실망한 건데 그걸로 죄의식 느낄 필요는 없어. 오히려 친구라고 나쁜 점까지 무조건 편을 들고 두둔하는 게 더 나쁜 거야. 친구이기에 그 친구가 더 나은 사람이 되기를 바라는 네 마음이 옳고 따뜻한 거란다.,"조언,격려",,False,,,BE22029756
당황,자녀,친구가 남 험담을 시작하면 대체 어째야 할지 몰라서 당황해요. 그냥 아무 말 없이 듣고만 있는데 저도 험담에 동참한 것 같아서 죄책감이 들어요. 그렇다고 대놓고 그만하라고 핀잔을 주기에도 미안해서 너무 당황스러워요.,,,False,,,BE22029756
당황,부모,도무지 어떻게 해야 정답인 건지 알 수 없어서네가 아주 당혹스럽겠다. 엄마가 그 상황이었어도 똑같이 마음이 힘들었을 거야. 네가 그렇게 고민스러운 나날을 보낸다니 너무 안쓰러워.,"위로,동조",,False,,,BE22029756
당황,자녀,친구에게 솔직하게 제 마음을 전달해야 좋을지 고민이 되어요. 그러면 친구가 오히려 상처받을까 걱정이 되어요. 만약 친구가 저 때문에 슬퍼하면 더 당황스럽겠지요.,,,False,,,BE22029756
당황,부모,어쩌면 친구는 네가 자기를 위해 조언해주는 것에 고마움을 느낄지도 모르지. 네가 마음이 편한 쪽으로 선택을 하는 게 좋을 것 같아. 친구가 상처받지 않도록 부드러운 말씨로 하면 되지.,조언,,False,,,BE22029756
당황,자녀,이대로 혼자서 속앓이하는 것보다는 친구에게 허심탄회하게 말하는 것이 더 좋겠지요. 엄마 말씀처럼 아주 조심스럽게 제 마음을 전해봐야겠어요.,,,False,,,BE22029756
당황,부모,결과가 좋기를 엄마도 진심으로 바란다. 네 진심을 친구가 알아주기를 마음속으로 기도할게.,동조,,False,,,BE22029756
당황,자녀,엄마가 제 하소연을 들어주시고 저를 위로해주셔서 그래도 마음이 많이 차분해졌어요. 제 이야기를 들어주셔서 고마워요.,,중립,False,,,BE22029756
당황,부모,고민이 있을 때 엄마를 찾아줘서 엄마가 더 고맙다. 다음에도 힘든 마음이 들면 엄마에게 털어놓으렴.,동조,,True,,,BE22029756
당황,자녀,"괜히 도와준다고 나섰다가 이런 당황스러운 일을 겪어서 마음이 너무 놀랐어요. 아빠, 저는 왜 이렇게 매번 사고만 치는지 모르겠네요. 이 일을 어떻게 수습하면 좋을까요?",,,False,,,BE22029792
당황,부모,"아들, 아침부터 이런 문자를 보내고 무슨 일이니? 기분이 많이 당황한 거 같아서 걱정되는구나. 무슨 일인지 아빠한테 얘기를 해보렴.",동조,,False,,,BE22029792
당황,자녀,오늘 제가 재택이라 아내가 출근한 사이에 집안일을 도와주고 싶은 마음이 컸어요. 그러다 설거지하면서 아내가 아끼는 그릇이 이가 나가는 당황스러운 일이 생겨버렸어요. 너무 놀라고 당황한 나머지 어쩔 바를 모르겠더라고요.,,,False,,,BE22029792
당황,부모,"네가 정말 많이 당황했겠구나, 마음고생이 많을 거 같네. 아빠도 예전에 엄마를 도와주다 그런 비슷한 일을 겪은 적이 있어서 어떤 심정인지 이해가 된단다. 도와주려다 되레 당황스러움을 느꼈을 너를 생각하니 아빠가 다 안타깝네.","위로,동조",,False,,,BE22029792
당황,자녀,하필 아내가 제일 아끼는 그릇을 이렇게 만들어 놔서 너무 놀라고 마음이 불편하네요. 이렇게 당황스러운 일이 왜 저에게 일어난 건지 모르겠어요. 이 당황스럽고 놀란 마음을 진정하고 하루 마무리를 잘 할 수 있을지도 자신이 없어요.,,,False,,,BE22029792
당황,부모,너무 놀라고 당황스러운 마음에 그런 생각이 들 수 있어. 하지만 그럴 때일수록 허둥지둥 서두르다 보면 오히려 다른 일에 역효과가 날 수 있단다. 그러니 마음을 편히 가지고 이 감정과 상황을 잘 떨쳐버릴 수 있기를 바랄게.,"위로,동조",,False,,,BE22029792
당황,자녀,저도 그러고 싶은데 생각보다 너무 많이 놀라고 당황했나 봐요. 아직도 정신이 혼미하고 아무런 생각이 안 들어요. 아내가 아무것도 하지 말고 그냥 있으라고 했는데 괜히 일을 저질러 놓은 기분이에요.,,,False,,,BE22029792
당황,부모,우리 며느리도 네가 노력해서 도와주려던 너의 마음을 이해할 거란다. 너무 절망적으로만 생각하지 말고 용기를 내서 너의 잘못은 인정한다면 조금은 마음이 홀가분할 거야. 조금 더 기운을 내서 우리 아들의 기분이 나아질 수 있었으면 좋겠구나.,격려,,False,,,BE22029792
당황,자녀,정말 그럴까요? 어떻게 이 당황스럽고 놀란 마음을 떨쳐내고 아내에게 솔직하게 얘기를 해야 할지 어렵네요. 한동안은 이 상태로 아무 의욕 없이 시간이 흘러갈 거 같은 기분에 걱정도 되네요. 아내에게 미안하고 죄책감이 들어서 저 스스로가 힘이 안 나요.,,,False,,,BE22029792
당황,부모,물론 당황하고 놀란 마음이 클수록 잊히기까지는 충분한 시간이 걸릴 거란다. 하지만 기운을 차려서 마음을 다잡는다면 언제 그랬냐는 듯 금방 떨쳐버릴 수 있을 거야. 우리 아들의 강점인 강한 의지를 이용해서 잘 이겨낼 수 있기를 바랄게.,"격려,위로,동조",,False,,,BE22029792
당황,자녀,아빠라도 제 마음을 이해해 주시고 힘이 나는 말씀까지 해주셔서 마음이 놓여요. 당황하고 놀란 마음에 너무 나약한 생각만 해왔던 거 같아요. 조금 더 용기를 내서 아내에게도 솔직하게 얘기하고 금방 떨쳐낼 수 있도록 노력해야겠단 마음이 생겼어요.,,,False,,,BE22029792
당황,부모,아빠의 말이 조금이라도 너에게 도움이 되었다니 정말 다행이고 안심이 되는구나. 그런 용기를 내는 것도 쉽지 않았을 텐데 노력하려는 너의 마음을 응원할게. 항상 언제든 그 의지만 잃지 않고 살아가길 바랄게.,동조,,False,,,BE22029792
당황,자녀,아내가 아끼는 그릇이 설거지 도중에 이가 나가 당황하고 놀란 마음이 너무 컸어요. 어찌할 바를 모르겠고 답답한 마음이 들어서 아빠에게 하소연했는데 그러길 잘한 거 같아요. 아빠랑 대화하면서 정말 많이 후련해졌고 마음이 한결 편안해졌어요.,,중립,False,,,BE22029792
당황,부모,언제든 지금과 같은 고민이나 마음 답답한 일이 생기면 어려워 말고 아빠한테 도움을 청해. 그래도 너보단 아빠가 살아온 세월이 있으니 도움이 될 수 있는 건 다 도와줄게. 이렇게 대화를 나누면서 조금이라도 무거운 마음을 내려놔야 이겨내기가 수월하지 않겠니.,,,False,,,BE22029792
당황,자녀,정말 좋은 말씀과 응원의 말씀 항상 감사해요. 늘 아빠가 계셔서 제가 모든 일을 쉽게 이겨내며 지내올 수 있었던 거 같아요. 얼마나 마음이 든든하고 힘이 나는지 몰라요.,,,True,,,BE22029792
당황,자녀,"엄마, 어떻게 해야 할지 모르겠어요. 정해진 날짜에 인테리어 공사가 끝나지 않을 것 같아요. 지금 있는 곳에서 곧 나가야 하는데 너무 당황 스러워요.",,,False,,,BE22029660
당황,부모,날짜가 맞지 않다니 당연히 당황이되지. 어떻게 그런 일이 다 생기니. 네가 무척 속상 하겠구나.,위로,,False,,,BE22029660
당황,자녀,"네, 지금 잠깐 빌린 집을 인테리어 공사 끝나는 날까지만 대여 한거 거든요. 우리가 나가면 바로 또 누가 들어오기로 해서 연장 할 수도 없어요. 그런데 공사 날짜를 못 맞춘다고 하니 이제 어떻게 해야 할지 모르겠어요.",,,False,,,BE22029660
당황,부모,정말 난감한 상황에 네가 신경이 많이 쓰이겠네. 그 얘기를 듣고 얼마나 놀라고 손에 땀이 났겠니.,위로,,False,,,BE22029660
당황,자녀,이게 말이 되냐고 따졌지만 어쩔 수 없다는 답변만 들었어요. 거기 있을 수도 없는데 갈 곳도 없고 정말 이 사실을 어떻게 해요. 마음이 너무 조급하고 심란해요.,,,False,,,BE22029660
당황,부모,당연히 날짜를 맞출 거라고 생각 했을텐데 정말 당황 했겠구나. 날짜에 맞춰 공사가 끝난 예쁜 집에 들어갈거라고 기대 했을텐데 말이야. 기대가 무너져서 얼마나 실망 했겠니.,위로,,False,,,BE22029660
당황,자녀,제가 마감재 고르고 하느라 시간을 너무 허비 했나봐요. 가족들한테 미안해서 말도 못하고 있어요. 뭔가 해결책을 찾아야 말을 하지 지금은 도저히 못하겠어요.,,,False,,,BE22029660
당황,부모,네가 일부러 그런 것도 아니잖아. 가족들도 이해해 줄 거야. 너도 지금 같은 피해를 입은 건데 뭐라고 하진 않을 테니 너무 걱정 하지 마.,"조언,위로",,False,,,BE22029660
당황,자녀,그렇게 생각하고 싶은데 마음이 조급해서 어떻게 해야 할지를 모르겠어요. 나 때문에 아이들이 고생할 일이 제일 걱정이에요. 정말 어떻게 하면 좋을까요!,,,False,,,BE22029660
당황,부모,먼저는 차분하게 마음을 가라앉혀봐. 네가 당황해하니까 더 해결이 안 나는 거 같아. 어떻게든 방법을 찾아 낼 수 있을 테니 마음을 편하게 가져.,조언,,False,,,BE22029660
당황,자녀,엄마 얘기를 듣고 보니 맞는 말 같아요. 분명히 해결 방법이 있을 거예요. 긍정적으로 생각하니 마음이 많이 편해지네요.,,중립,False,,,BE22029660
당황,부모,"지금 당장 해결 하긴 힘들겠지만, 가족들과 같이 의견을 모으면 분명히 해결 방법이 생길 거다. 너 혼자 해결하려고 하면 마음만 힘들어져.",격려,,False,,,BE22029660
당황,자녀,엄마 말이 맞아요. 미안해서 입이 떨어지진 않지만 솔직하게 말 하려고요.,,,False,,,BE22029660
당황,부모,"그래, 좋은 생각이구나. 인테리어 공사 끝날 때까지 정 갈 곳이 없으면 엄마 집에 와도 좋아.",,,False,,,BE22029660
당황,자녀,"네, 방법이 없으면 그렇게라도 할게요. 마음 써 주셔서 너무 감사해요.",,,True,,,BE22029660
당황,자녀,"엄마, 이런 상황에는 어떻게 해야 할지 모르겠어요.",,,False,,,BE22029595
당황,부모,"왜 그러니 우리 딸, 무슨 일인데 그런 말을 하는 거야?",,,False,,,BE22029595
당황,자녀,"제가 발표하는 걸 무서워해서, 그동안 과제에 절대 발표가 없는 수업을 골랐었거든요. 근데 과제가 바뀌어서 이번에 꼭 발표하게 되었어요. 이렇게 바뀔 줄 알았으면 절대 선택하지 않았을 텐데 너무 당황스러워요.",,,False,,,BE22029595
당황,부모,"그러게 우리 딸이 그동안 발표하는 모습을 보기 힘들었는데, 그런 이유 때문이었구나. 그래서 최대한 없는 수업을 골랐는데 이렇게 되다니. 우리 딸이 많이 놀랐겠다.",위로,,False,,,BE22029595
당황,자녀,그래서 아직 과제 시작도 안 했는데 너무 막막해요. 결국 마지막에 발표를 해야 한다니 그냥 수업을 포기할까 생각도 들고요. 이번 학기는 제가 원하는 대로 잘 흘러가는 것 같아서 행복했는데 이런 일이 생겨서 너무 당황스러워요.,,,False,,,BE22029595
당황,부모,이번 기회를 통해 우리 딸이 한 발자국 더 성장할 수 있는 기회가 될 수 있지 않을까? 사실 그동안 발표를 무서워해서 도전해본 적이 없잖니. 막상 도전해보면 정말 잘 할 수도 있잖니?,격려,,False,,,BE22029595
당황,자녀,그래도 이런 날이 절대 오지 않기를 바랐거든요. 무서워하는 일이라면 굳이 도전하지 않아도 될 거라고 생각했었는데. 이렇게 제 한계를 시험해볼 날이 올 거라고는 상상도 못 해봤어서 당황스러워요.,,,False,,,BE22029595
당황,부모,막상 발표를 해보면 정말 잘할 수도 있다고 생각해. 그리고 결국에 꼭 해야 하는 일이라면 즐기려는 자세도 좋을 거라고 엄마는 생각해. 분명 잘 할 테니 너무 걱정 말고.,"조언,동조",,False,,,BE22029595
당황,자녀,"하지만 지금 계속 기분도 안 좋고, 손에 잡히는 것도 하나도 없어요.",,,False,,,BE22029595
당황,부모,"모든 일은 생각한 대로 이루어진다고들 하잖니, 그러니 긍정적으로 생각해보면 좋겠어. 그러면 우리 딸 기분도 나아지고 상황도 더 괜찮게 보일 거야. 그러니 얼른 기분 풀면 좋겠네.",조언,,False,,,BE22029595
당황,자녀,"엄마 말씀이 맞아요, 어차피 피할 수 없는 일이니, 잘 해봐야겠어요.",,중립,False,,,BE22029595
당황,부모,"얼른 기운 내지 못할까 봐 걱정했는데, 그래도 금방 괜찮아진 것 같아서 참 다행이네.",동조,,False,,,BE22029595
당황,자녀,"엄마 아니었으면 아마 계속 그랬을 거예요, 감사해요 엄마.",,,False,,,BE22029595
당황,부모,엄마는 항상 우리 딸 편인 거 알지? 혹시 또 속상한 일이 생기면 언제든지 연락하고!,,,False,,,BE22029595
당황,자녀,"네, 그러면 저는 이제 과제 하러 가볼게요!",,,True,,,BE22029595
분노,자녀,엄마 아이가 목욕을 싫어해요. 너무 키우기 힘들고 매번 목욕할 때마다 화가 나요.,,,False,,,BE22027503
분노,부모,엄마는 늘 위대한 존재라는 이유가 이런 데 있다. 애 키우는 게 쉬운 일이 아니야.,"위로,동조",,False,,,BE22027503
분노,자녀,왜 이렇게 물을 싫어하는지 모르겠어요. 아이라서 그렇다고 생각하다가도 찡찡거리면 자꾸 화가 나요.,,,False,,,BE22027503
분노,부모,그럴 땐 남편이 좀 도와주거나 엄마가 옆에서 도와줘야 하는데 그러지 못해서 미안해. 네가 혼자서 아이 키우느라 고생이 많은 거 같아서 엄마가 참 마음이 아프구나. 엄마도 너 어릴 때 힘들었어서 애 키우는 게 얼마나 힘든지 잘 안단다.,"위로,동조",,False,,,BE22027503
분노,자녀,요즘 따라 멀리 있는 엄마 생각이 더 자주 나요. 엄마도 나를 이렇게 키웠겠구나 싶어서요. 하지만 현실은 찡찡거리는 아이를 보면 화가 날 뿐이에요.,,,False,,,BE22027503
분노,부모,사람들도 못 만나고 혼자서 육아만 하면 마음이 더욱 힘들 거야. 아무리 사랑하는 아이지만 네가 정신이 건강해야지 아이도 사랑하지. 힘들 때마다 엄마한테 털어놓고 기대렴.,"위로,동조",,False,,,BE22027503
분노,자녀,남편은 요즘 계속 야근을 해요. 저 혼자서 계속 이렇게 육아를 전담하니 화가 나요. 때로는 제가 모성애가 없는 거 같다는 생각이 들기도 해요.,,,False,,,BE22027503
분노,부모,어느 엄마든 하루 종일 아이만 보면 너와 같은 생각을 할 거니 마음을 가라 앉히렴. 그래도 우리 딸은 야무지고 책임감이 강하니 좋은 엄마가 될 거야. 지금은 이렇게 서툴지만 나중에는 그 누구보다 훌륭한 엄마가 될 거란다.,"조언,격려",,False,,,BE22027503
분노,자녀,엄마한테 그런 얘기를 들으니 좀 마음이 가라앉네요. 저 키울 때도 이렇게 엄마가 고생이 많았을 텐데 고마워요.,,,False,,,BE22027503
분노,부모,나는 네가 이렇게 커서 벌써 엄마가 되었다는 사실만으로도 기특해. 뿌듯하고 잘 커 줘서 고마워.,"격려,동조",,False,,,BE22027503
분노,자녀,아이가 어느 정도 크면 엄마한테 못한 효도를 하고 싶어요. 아이를 키우면서 엄마한테 미안한 생각이 많이 들었어요.,,,False,,,BE22027503
분노,부모,나는 그런 마음만으로도 참 고마워. 그리고 엄마는 네가 행복하면 그 이상의 선물은 없단다.,동조,,False,,,BE22027503
분노,자녀,정말 감동이에요. 엄마 지금은 비록 멀리 있어서 얼굴 보기도 힘들지만 사정이 나아지면 찾아갈게요. 매일 툴툴거리기만 해서 미안해요.,,중립,False,,,BE22027503
분노,부모,엄마니까 네 이야기를 들어줄 수 있는 거지. 언제나 엄마가 응원하고 있다는 걸 잊지 마렴.,동조,,True,,,BE22027503
분노,자녀,"어머니는 왜 자꾸 저랑 친구를 비교하는지 모르겠어요. 걔는 원래 타고나길 공부를 잘하는 거고, 저는 그 대신 운동을 잘하는데. 왜 매번 성적으로 비교를 하시는 건지, 저 너무 화가 나요.",,,False,,,BE22027649
분노,부모,"이야기를 들어보니 우리 아들이 엄마 때문에 마음고생을 많이 했을 것 같은데, 많이 힘들었겠다. 특히나 친한 친구와 비교를 했으니 얼마나 충격을 받고, 얼마나 화가 났겠어. 오늘 아빠한테 다 털어놓고 마음 좀 풀 거라.","조언,위로",,False,,,BE22027649
분노,자녀,초등학교부터 쭉 친구여서 어머니랑 친구의 어머니랑도 친해요. 그런데 어느 날부터 저랑 자꾸 비교를 하잖아요. 그게 저를 자극해서 공부하게 만드는 방식이라는데 화가 안 나요?,,,False,,,BE22027649
분노,부모,"하필이면 가장 친한 친구와 비교를 당해서 네가 많이 곤란했을 것 같구나. 지금의 우리 아들이 어때서, 아빠는 예의 바르고 운동도 잘하는 네가 자랑스럽고 대견해. 그러니 너무 마음을 쓰지 않았으면 좋겠구나.","격려,위로,동조",,False,,,BE22027649
분노,자녀,"하지만 아버지 생각이랑 어머니는 많이 달라요. 그리고 이게 계속 반복이 되니까, 어떨 때는 친구까지 미워지기도 하더라고요. 그런 마음이 들 때마다 미안하고, 미안하니까 어머니한테 화가 나요.",,,False,,,BE22027649
분노,부모,아빠도 그런 경험이 있었던 적이 있어서 네 마음이 이해가 간다. 아빠는 하필이면 친형이랑 비교를 당했었는데 어찌나 억울하고 기분이 나빴는지 몰라. 그리고 실제로 난 형이 밉지 않았는데도 미워져서 미안한 마음이 들었었지.,동조,,False,,,BE22027649
분노,자녀,"저도 그래요. 친구랑 함께 있으면 너무 즐거운데, 어머니가 했던 말을 떠올리면 기분이 상해요. 어머니가 저희 둘 사이를 거의 갈라놓은 것 같은 생각도 들고요. 그리고 이러다가 진짜 친구를 잃어버리면 지금보다 훨씬 더 화가 날 것 같아요.",,,False,,,BE22027649
분노,부모,"절대로 그런 일 없게 하겠다고 아빠가 약속을 하마. 네게는 그 누구보다 소중한 친구잖니. 그러니 더는 비교에 상처받고 염려하지 말고, 넌 네가 하고 싶은 것만 해도 돼. 알았니.",조언,,False,,,BE22027649
분노,자녀,저도 그러고 싶은데 어머니는 쓸데없다고 했어요. 운동을 잘하는 건 필요가 없고 친구처럼 공부를 잘해야 훌륭한 사람이 된다고 했고요. 제가 하는 건 다 싫으신 게 확실해요.,,,False,,,BE22027649
분노,부모,"적어도 아빠는 그렇게 생각하지 않아. 네가 가지지 못한 걸 원하기보다는 가진 것을 소중하게 생각하는 사람이 되렴. 난 언제나 널 응원하니까, 아빠를 믿어도 좋아.","조언,동조",,False,,,BE22027649
분노,자녀,"아버지라도 그렇게 이야기를 해 주니까 안도감이 드는 것 같아요. 솔직히 어머니 이야기가 다 틀렸다고 생각은 하지 않았는데, 자꾸만 불안하고 조급하게 만들었거든요. 그래서 이전처럼 행복하지 않게 될까 봐 겁이 났어요.",,,False,,,BE22027649
분노,부모,"아직 어린 네가 겪기에는 힘든 일이니 겁이 났을 거야. 네가 그 여린 마음에 상처받았다고 말하는 데, 내 가슴이 왜 이렇게 찢어지는지 모르겠다. 괜찮아질 거야. 너무 상처받지 마.","조언,위로,동조",,False,,,BE22027649
분노,자녀,네. 친구를 미워하거나 하면서 경쟁을 하고 싶지 않아요. 어머니가 비교를 하기 시작하고 제가 친구를 조금 미워했을 때 학교는 지옥 같았거든요. 다시는 그렇게 되고 싶지 않아요.,,중립,False,,,BE22027649
분노,부모,"그래, 우리 아들 정말 잘 자랐구나. 분명 우리 아들은 좋은 친구와 오랫동안 함께일 거라는 생각이 든다. 아빠가 많아 도와줄게.","격려,동조",,True,,,BE22027649
분노,자녀,"엄마, 내일 일기예보에 비가 하루 종일 온대. 여행 첫날부터 비가 온다니 분노 안 할 수가 없네. 비 맞고 다닐 생각하니 벌써 짜증이 나.",,,False,,,BE22027608
분노,부모,너 여행 기간 동안 맑은 날이길 기대했는데 비가 와서 기분이 안 좋겠다. 내일만 비 예보가 있으니 그나마 다행이라고 생각하고 너무 분노하지 말아.,"조언,위로",,False,,,BE22027608
분노,자녀,여행할 때는 무조건 날이 좋아야 구경하면서 다니기 좋잖아. 갈 때부터 비가 온다고 하니까 여행의 설렘이 줄어드는 거 같아. 내일 세웠던 계획도 바꿔야 하고 말이야.,,,False,,,BE22027608
분노,부모,모든 일이 바라던 대로 되면 좋겠지만 뜻대로 되지 않을 때도 있는 법이란다. 날씨 때문에 우리 아들 여행이 즐겁지 않으면 엄마 마음도 안 좋을 거 같아.,"위로,동조",,False,,,BE22027608
분노,자녀,남들은 맑은 날씨에 잘만 여행 가는데 하필 내 여행에 비가 온다는 건지! 기대했던 게 무너지니까 분노하는 마음만 커져. 내가 그리던 여행의 모습이 비 때문에 망쳤어.,,,False,,,BE22027608
분노,부모,"엄마 같아도 맑은 날만 기대했으면 분노하는 마음이 들 거 같아. 하지만 여행은 변수의 묘미도 있듯이, 비가 오는 걸 받아들이고 계획을 짜 봐. 너는 적응력이 빨라서 금방 다른 계획으로 즐길 수 있을 거야.","조언,격려,동조",,False,,,BE22027608
분노,자녀,여행에서 비를 맞으며 무엇을 즐길 수 있겠어요. 맑은 날에 여행 즐기기에도 시간이 모자란대. 같이 가는 친구들도 비 온다니까 편하게 못 다니겠다고 분노하고 있더라고.,,,False,,,BE22027608
분노,부모,물론 맑은 날씨도 좋겠지만 여행은 한편으로는 여러 가지 경험을 하는 거잖아. 비와 바람을 맞고 햇살이 비치는 날도 경험하며 남들이 갖지 못할 순간을 가진다고 생각해 봐. 거기서 느낀 감정과 풍경들이 너만의 여행 자산이 될 거야.,"조언,격려",,False,,,BE22027608
분노,자녀,엄마 말을 들으니 마음이 훨씬 좋아졌어. 남들이 갖지 못할 순간을 내가 경험하는 거라 생각하니 비가 오는 날이 오히려 기다려져. 친구들에게도 더 이상 분노하지 말라고 알려줘야겠어.,,,False,,,BE22027608
분노,부모,네가 긍정적으로 반응해 주니 엄마도 뿌듯하다. 우리 생활에 여러 날씨를 받아들이며 살 듯이 여행할 때의 날씨도 있는 그대로 즐겨 봐.,"조언,동조",,False,,,BE22027608
분노,자녀,엄마 말대로 그렇게 여행을 즐겨보려고. 모든 것이 내 다양한 여행 자산이잖아. 나는 여태 여행을 일정한 틀 안에서만 생각하고 즐기려 했던 거 같아.,,,False,,,BE22027608
분노,부모,우리 아들 이렇게 말하는 거 보니 앞으로 아주 풍성한 여행 자산이 생기겠는걸? 비 오는 여행 첫날 멋진 경험을 할 거 같구나.,격려,,False,,,BE22027608
분노,자녀,여행 첫 날 비가 와서 분노만 하고 있었는데 이제 날씨 그대로 즐기고 싶어. 친구들과도 좋은 추억이 될 거 같고 엄마 덕분에 새로운 기분을 경험하게 되네.,,중립,False,,,BE22027608
분노,부모,네가 여러 가지 깨닫는 걸 보니 엄마 기분도 다채로워지는 거 같아. 이번 여행에서도 여러 가지 경험하며 즐겁게 즐기다 왔으면 좋겠다.,"조언,동조",,False,,,BE22027608
분노,자녀,이번 여행은 분명 다른 여행 때보다 풍성한 것을 느끼며 즐기게 될 거야. 다음에 엄마와도 이런 여행을 하길 바라.,,,False,,,BE22027608
분노,부모,엄마도 우리 아들과의 여행 기대하고 있을게. 여행 준비 잘하고 잘 다녀오렴.,격려,,True,,,BE22027608
분노,자녀,"엄마, 일요일인데 뭐 하세요? 저는 아침 일찍 동네 산책을 다녀왔는데, 짜증 나는 일이 있었어요.",,,False,,,BE22027847
분노,부모,"우리 딸, 잘 지냈어? 그런데 무슨 일로 기분이 안 좋은 거야?",,,False,,,BE22027847
분노,자녀,"산책 마치고 오랜만에 근처 편의점에 들렀는데, 주변 모습을 둘러보고 분노가 치밀었어요. 근처에 술집들이 모여 있는 탓인지, 전단이 바닥에 잔뜩 깔려 있었어요.",,,False,,,BE22027847
분노,부모,"우리 딸이 기분 좋게 산책 나섰을 텐데, 마음이 상했겠구나. 엄마는 이야기만 들어도 화가 나네.","격려,동조",,False,,,BE22027847
분노,자녀,"사람들이 전단을 잘 받지 않으니, 그냥 바닥에 마구 뿌리는 것 같아요. 괜히 쓰레기를 만드는 모습을 보니 울화통이 터져요.",,,False,,,BE22027847
분노,부모,엄마는 길거리에 버려진 담배꽁초를 봐도 기분이 좋지 않아. 수많은 전단이 쓸모 없이 버려지는 걸 보고 우리 딸이 화를 내는 건 너무나 당연해.,동조,,False,,,BE22027847
분노,자녀,취객들이 구토한 흔적도 여기저기 남아 있어서 눈살을 찌푸렸어요. 아침부터 그런 모습을 보니 마음도 답답하고 속상했어요.,,,False,,,BE22027847
분노,부모,엄마도 우리 딸 이야기 들으니 괜히 기분이 좋지 않구나. 우리 딸이 얼른 마음을 풀어야 할 텐데.,"위로,동조",,False,,,BE22027847
분노,자녀,"더 분노하게 되는 건, 주말마다 매번 이런 일이 되풀이되기 때문이에요. 주민들이 다니는 공공장소가 주말 밤마다 쓰레기로 골머리를 앓는 걸 보면 정말 화가 나요.",,,False,,,BE22027847
분노,부모,"우리 딸은 공공시설을 항상 자기 물건처럼 소중하게 다룬다는 거, 엄마도 잘 알아. 그래도 길거리에 떨어진 휴지를 줍는 시민들을 보면 대단하고 존경스러운 마음도 들어. 누구나 조금씩 노력하면 더 좋아질 테니, 우리 딸이 얼른 기운 냈으면 좋겠구나.","조언,동조",,False,,,BE22027847
분노,자녀,제가 괜히 엄마한테 툴툴거린 것 같네요. 엄마가 세상에서 제일 편하게 생각해서 그런 것 같아 죄송한 마음도 들어요.,,,False,,,BE22027847
분노,부모,엄마한테는 그런 말 할 필요 없어. 엄마는 우리 딸 밝아진 모습만 봐도 기분이 좋아.,"위로,동조",,False,,,BE22027847
분노,자녀,늘 제 마음 달래 주셔서 정말 감사해요. 앞으로는 제가 엄마 마음 더 잘 챙겨드리도록 노력할게요.,,중립,False,,,BE22027847
분노,부모,엄마는 우리 딸 말만 들어도 행복하구나. 얼른 얼굴도 보고 싶고.,동조,,False,,,BE22027847
분노,자녀,그렇지 않아도 오늘 점심 먹고 갈 생각이었어요. 엄마 좋아하시는 디저트도 사 갈게요. 아빠한테도 인사 전해 주세요.,,,True,,,BE22027847
분노,자녀,이번 달에도 주말 내내 출근하게 생겼어요. 제가 일을 못하는 것도 아닌데 팀 내에서 막내이기 때문에 희생당하는 기분이에요. 지금도 너무 짜증 나고 분노가 차올라요.,,,False,,,BE22027451
